condition,bf,logbf
1 Accidental,2.0621311181017507e-11,-24.604696051533153
2 Accidental,1.375993631772285e-16,-36.522185376476756
3 Accidental,0.003083315669815353,-5.781749744850856
4 Accidental,0.03765669548282001,-3.279244505677923
1 Pedagogical,9.260412049537232e-12,-25.40527257047026
2 Pedagogical,0.7590795336744824,-0.27564871962641746
3 Pedagogical,1.0415623805730196,0.040721874858547835
4 Pedagogical,3.205595807918931,1.164897972602148
Generic + 1 Pedagogical,0.00952731942273114,-4.653591878664713
