c2ff5dc7163194acef2e0cb4619a71df,generic,0.87,Daxes
c2ff5dc7163194acef2e0cb4619a71df,generic,0.87,Feps
c2ff5dc7163194acef2e0cb4619a71df,generic,0.98,Blickets
602f491d5396dce1a7d84b5dfc94055d,accidental,0.7,Feps
602f491d5396dce1a7d84b5dfc94055d,accidental,0.82,Daxes
602f491d5396dce1a7d84b5dfc94055d,accidental,1,Blickets
09983c48b144f2bfe1f2bb6f70e43233,accidental,0.77,Blickets
09983c48b144f2bfe1f2bb6f70e43233,accidental,0.26,Feps
09983c48b144f2bfe1f2bb6f70e43233,accidental,0.22,Daxes
8bd7ad893c274f22ebdfa5cea8733697,accidental,0.8,Blickets
8bd7ad893c274f22ebdfa5cea8733697,accidental,0.6,Feps
8bd7ad893c274f22ebdfa5cea8733697,accidental,0.88,Daxes
5576b74fcc1dd34f151326d245200229,accidental,0.22,Feps
5576b74fcc1dd34f151326d245200229,accidental,0.95,Blickets
5576b74fcc1dd34f151326d245200229,accidental,1,Daxes
9b164bb894ba7df0ad22beb5db240509,pedageneric,1,Daxes
9b164bb894ba7df0ad22beb5db240509,pedageneric,1,Blickets
9b164bb894ba7df0ad22beb5db240509,pedageneric,1,Feps
d24b6499242630d18a3e65bdb53b36d1,accidental,0.49,Blickets
d24b6499242630d18a3e65bdb53b36d1,accidental,0.7,Feps
d24b6499242630d18a3e65bdb53b36d1,accidental,0.63,Daxes
ecac4b91285d44f0d5f1a964e71a82aa,generic,0.73,Blickets
ecac4b91285d44f0d5f1a964e71a82aa,generic,0.99,Daxes
ecac4b91285d44f0d5f1a964e71a82aa,generic,1,Feps
65ce2f85d05c5426d43bf214b81d67f5,generic,0.99,Feps
65ce2f85d05c5426d43bf214b81d67f5,generic,1,Blickets
65ce2f85d05c5426d43bf214b81d67f5,generic,0.99,Daxes
9e8e78fb70af08c930a639980ddb992f,accidental,0.67,Blickets
9e8e78fb70af08c930a639980ddb992f,accidental,0.67,Daxes
9e8e78fb70af08c930a639980ddb992f,accidental,0.49,Feps
3ceeef0fcf15c0184e45a7fe5c395cba,generic,0.97,Feps
3ceeef0fcf15c0184e45a7fe5c395cba,generic,1,Blickets
3ceeef0fcf15c0184e45a7fe5c395cba,generic,1,Daxes
e95c1074a1ba9a3aeeb86bfdc05b02ce,pedageneric,1,Blickets
e95c1074a1ba9a3aeeb86bfdc05b02ce,pedageneric,1,Daxes
e95c1074a1ba9a3aeeb86bfdc05b02ce,pedageneric,0.98,Feps
34fc2707c7831a3d78e1f9199b8d93ac,pedagogical,0.76,Feps
34fc2707c7831a3d78e1f9199b8d93ac,pedagogical,0.93,Daxes
34fc2707c7831a3d78e1f9199b8d93ac,pedagogical,0.96,Blickets
736596d900bb45f1ccc616d9d3f80b1d,accidental,0.86,Blickets
736596d900bb45f1ccc616d9d3f80b1d,accidental,0.86,Daxes
736596d900bb45f1ccc616d9d3f80b1d,accidental,0.95,Feps
1b54759ea55719e7c654aedd3f1b73b4,accidental,0.74,Blickets
1b54759ea55719e7c654aedd3f1b73b4,accidental,0.55,Feps
1b54759ea55719e7c654aedd3f1b73b4,accidental,0.89,Daxes
fc00f47015ccb1e48cc262392710b8c1,pedageneric,1,Feps
fc00f47015ccb1e48cc262392710b8c1,pedageneric,1,Daxes
3841cdf562c6a2a01ba58db0dc34864b,pedagogical,0.72,Daxes
3841cdf562c6a2a01ba58db0dc34864b,pedagogical,0.74,Blickets
3841cdf562c6a2a01ba58db0dc34864b,pedagogical,0.64,Feps
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.54,Daxes
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.51,Blickets
f1c05922b41376e691e4a6dcbec4e6c9,accidental,0.56,Feps
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Blickets
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Daxes
c57782a4b3ef49679915e2010a276de5,accidental,0.51,Feps
341096938542f1220eb6837be7f2e8ad,accidental,1,Blickets
341096938542f1220eb6837be7f2e8ad,accidental,0.98,Daxes
76d454e311bcf54b2083286bdc355002,accidental,0.76,Feps
76d454e311bcf54b2083286bdc355002,accidental,1,Blickets
76d454e311bcf54b2083286bdc355002,accidental,0.51,Daxes
74ab37dd909cb1d3a225cf140ac10004,generic,0.74,Feps
74ab37dd909cb1d3a225cf140ac10004,generic,0.86,Blickets
74ab37dd909cb1d3a225cf140ac10004,generic,0.78,Daxes
5ee6225ce17969bb801c8c897a44ea18,accidental,0.94,Blickets
5ee6225ce17969bb801c8c897a44ea18,accidental,0.66,Feps
5ee6225ce17969bb801c8c897a44ea18,accidental,0.65,Daxes
567a0e237974f9180096206e9a25c4ea,pedageneric,0.97,Daxes
567a0e237974f9180096206e9a25c4ea,pedageneric,0.95,Feps
567a0e237974f9180096206e9a25c4ea,pedageneric,0.91,Blickets
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Blickets
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Daxes
5353b527b908d1e517919eb8e3722fa9,pedageneric,1,Feps
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Feps
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Daxes
dc67154a4bce9000c33d044061935a0a,pedageneric,0.97,Blickets
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.86,Daxes
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.83,Blickets
bcc71443c233f3ce1dbab85f6716fd5e,pedagogical,0.84,Feps
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.78,Blickets
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.88,Daxes
a45409c7745759bd14487bcd2678c9aa,pedagogical,0.64,Feps
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,0.91,Daxes
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,1,Feps
8ea06dd64054bc2bdbd96630bf9a9401,pedageneric,0.98,Blickets
76c2dccca962c8016a3fb86e112cb435,accidental,0.84,Blickets
76c2dccca962c8016a3fb86e112cb435,accidental,0.58,Feps
76c2dccca962c8016a3fb86e112cb435,accidental,0.76,Daxes
296893703f9382f247f38c1836f6d25d,pedageneric,0.97,Feps
296893703f9382f247f38c1836f6d25d,pedageneric,1,Daxes
296893703f9382f247f38c1836f6d25d,pedageneric,0.98,Blickets
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.99,Daxes
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.99,Feps
5283b31ccc3afe38364e016004ce56a0,pedageneric,0.98,Blickets
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.83,Blickets
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.82,Daxes
cd662c00b0329f9a510fc3a35bf7a1c0,pedagogical,0.87,Feps
e40220da68a1619ff5900d32036179d9,generic,1,Daxes
e40220da68a1619ff5900d32036179d9,generic,1,Blickets
e40220da68a1619ff5900d32036179d9,generic,1,Feps
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.76,Daxes
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.36,Feps
89d02163ea1a4167acca1bdfb8fff2d2,accidental,0.67,Blickets
5e7dab1a672e527980a596c91c974f1b,accidental,0.81,Daxes
5e7dab1a672e527980a596c91c974f1b,accidental,0.77,Blickets
5e7dab1a672e527980a596c91c974f1b,accidental,0.38,Feps
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,1,Daxes
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,0.98,Blickets
54e575bb42f972652e868ebbb9e9bc0c,pedageneric,0.96,Feps
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,1,Daxes
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,1,Feps
e1fc1f39a7fb6628601bb4bed93cc7bf,generic,0.9,Blickets
ac0c6888bf3d4e31ba4b9ece032ff58c,accidental,0.59,Daxes
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.99,Blickets
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.67,Feps
efc95b319c9670f0ed6fb985ad9b133e,pedageneric,0.62,Daxes
6f6e2adab8bd0faf4075e4718c067ec8,generic,1,Feps
6f6e2adab8bd0faf4075e4718c067ec8,generic,0.74,Blickets
6f6e2adab8bd0faf4075e4718c067ec8,generic,0.99,Daxes
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Feps
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Daxes
bf4ebc4b145dfdc637be76a9c1b0f96b,pedageneric,1,Blickets
